"ID","MEMBER_ID","MAIL_ID"
"586","40","32"
"587","41","32"
"588","42","32"
"589","43","32"
"590","44","32"
"591","45","32"
"592","46","32"
"593","47","32"
"594","52","32"
"595","2","33"
"596","3","33"
"597","4","33"
"598","11","33"
"599","5","33"
"600","6","33"
"601","7","33"
"602","8","33"
"603","9","33"
"604","24","33"
"605","29","33"
"606","39","33"
"607","10","33"
"608","12","33"
"609","13","33"
"610","14","33"
"611","15","33"
"612","16","33"
"613","17","33"
"614","18","33"
"615","19","33"
"616","20","33"
"617","21","33"
"618","22","33"
"619","23","33"
"620","25","33"
"621","26","33"
"622","27","33"
"623","28","33"
"624","30","33"
"625","32","33"
"626","33","33"
"627","34","33"
"628","35","33"
"629","36","33"
"630","37","33"
"631","38","33"
"632","40","33"
"633","41","33"
"634","42","33"
"635","43","33"
"636","44","33"
"637","45","33"
"638","46","33"
"639","47","33"
"640","52","33"
"641","2","34"
"642","3","34"
"643","7","34"
"644","9","34"
"645","29","34"
"646","12","34"
"647","15","34"
"648","16","34"
"649","18","34"
"650","20","34"
"651","27","34"
"652","28","34"
"653","33","34"
"654","34","34"
"655","38","34"
"656","43","34"
"657","44","34"
"658","45","34"
"659","4","35"
"660","11","35"
"661","2","36"
"662","3","36"
"663","4","36"
"664","11","36"
"665","5","36"
"666","6","36"
"667","7","36"
"668","8","36"
"669","9","36"
"670","24","36"
"671","29","36"
"672","39","36"
"673","10","36"
"674","12","36"
"675","13","36"
"676","14","36"
"677","15","36"
"678","16","36"
"679","17","36"
"680","18","36"
"681","19","36"
"682","20","36"
"683","21","36"
"684","22","36"
"685","23","36"
"686","25","36"
"687","26","36"
"688","27","36"
"689","28","36"
"690","30","36"
"691","32","36"
"692","33","36"
"693","34","36"
"694","35","36"
"695","36","36"
"696","37","36"
"697","38","36"
"698","40","36"
"699","41","36"
"700","42","36"
"701","43","36"
"702","44","36"
"703","45","36"
"704","46","36"
"705","47","36"
"706","52","36"
"707","2","37"
"708","3","37"
"709","4","37"
"710","11","37"
"711","5","37"
"712","6","37"
"713","7","37"
"714","8","37"
"715","9","37"
"716","24","37"
"717","29","37"
"718","39","37"
"719","10","37"
"720","12","37"
"721","13","37"
"722","14","37"
"723","15","37"
"724","16","37"
"725","17","37"
"726","18","37"
"727","19","37"
"728","20","37"
"729","21","37"
"730","22","37"
"731","23","37"
"732","25","37"
"733","26","37"
"734","27","37"
"735","28","37"
"736","30","37"
"737","32","37"
"738","33","37"
"739","34","37"
"740","35","37"
"741","36","37"
"742","37","37"
"743","38","37"
"744","40","37"
"745","41","37"
"746","42","37"
"747","43","37"
"748","44","37"
"749","45","37"
"750","46","37"
"751","47","37"
"752","52","37"
"753","2","38"
"754","3","38"
"755","4","38"
"756","11","38"
"757","5","38"
"758","6","38"
"759","7","38"
"760","8","38"
"761","9","38"
"762","24","38"
"763","29","38"
"764","39","38"
"765","10","38"
"766","12","38"
"767","13","38"
"768","14","38"
"769","15","38"
"770","16","38"
"771","17","38"
"772","18","38"
"773","19","38"
"774","20","38"
"775","21","38"
"776","22","38"
"777","23","38"
"778","25","38"
"779","26","38"
"780","27","38"
"781","28","38"
"782","30","38"
"783","32","38"
"784","33","38"
"785","34","38"
"786","35","38"
"787","36","38"
"788","37","38"
"789","38","38"
"790","40","38"
"791","41","38"
"792","42","38"
"793","43","38"
"794","44","38"
"795","45","38"
"796","46","38"
"797","47","38"
"798","52","38"
"799","2","39"
"800","3","39"
"801","4","39"
"802","11","39"
"803","5","39"
"804","6","39"
"805","7","39"
"806","8","39"
"807","9","39"
"808","24","39"
"809","29","39"
"810","39","39"
"811","10","39"
"812","12","39"
"813","13","39"
"814","14","39"
"815","15","39"
"816","16","39"
"817","17","39"
"818","18","39"
"819","19","39"
"820","20","39"
"821","21","39"
"822","22","39"
"823","23","39"
"824","25","39"
"825","26","39"
"826","27","39"
"827","28","39"
"828","30","39"
"829","32","39"
"830","33","39"
"831","34","39"
"832","35","39"
"833","36","39"
"834","37","39"
"835","38","39"
"836","40","39"
"837","41","39"
"838","42","39"
"839","43","39"
"840","44","39"
"841","45","39"
"842","46","39"
"843","47","39"
"844","52","39"
"845","26","40"
"846","2","41"
"847","3","41"
"848","4","41"
"849","11","41"
"850","5","41"
"851","6","41"
"852","7","41"
"853","8","41"
"854","9","41"
"855","24","41"
"856","29","41"
"857","39","41"
"858","10","41"
"859","12","41"
"860","13","41"
"861","14","41"
"862","15","41"
"863","16","41"
"864","17","41"
"865","18","41"
"866","19","41"
"867","20","41"
"868","21","41"
"869","22","41"
"870","23","41"
"871","25","41"
"872","26","41"
"873","27","41"
"874","28","41"
"875","30","41"
"876","32","41"
"877","33","41"
"878","34","41"
"879","35","41"
"880","36","41"
"881","37","41"
"882","38","41"
"883","40","41"
"884","41","41"
"885","42","41"
"886","43","41"
"887","44","41"
"888","45","41"
"889","46","41"
"890","47","41"
"891","52","41"
"892","8","42"
"893","24","42"
"894","39","42"
"895","10","42"
"896","13","42"
"897","14","42"
"898","17","42"
"899","19","42"
"900","21","42"
"901","22","42"
"902","23","42"
"903","25","42"
"904","26","42"
"905","27","42"
"906","30","42"
"907","32","42"
"908","35","42"
"909","36","42"
"910","37","42"
"911","41","42"
"912","42","42"
"913","43","42"
"914","47","42"
"915","2","43"
"916","3","43"
"917","4","43"
"918","11","43"
"919","5","43"
"920","6","43"
"921","7","43"
"922","8","43"
"923","9","43"
"924","24","43"
"925","29","43"
"926","39","43"
"927","10","43"
"928","12","43"
"929","13","43"
"930","14","43"
"931","15","43"
"932","16","43"
"933","17","43"
"934","18","43"
"935","19","43"
"936","20","43"
"937","21","43"
"938","22","43"
"939","23","43"
"940","25","43"
"941","26","43"
"942","27","43"
"943","28","43"
"944","30","43"
"945","33","43"
"946","34","43"
"947","35","43"
"948","36","43"
"949","37","43"
"950","38","43"
"951","40","43"
"952","41","43"
"953","42","43"
"954","43","43"
"955","44","43"
"956","45","43"
"957","46","43"
"958","47","43"
"959","52","43"
